Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-01-22,0.04011374800455499,0.04476969267060157,0.03557699981203488,0.03760698437690735,2714688000,0.0,0.0
1999-01-25,0.040591440860077856,0.042023615499196275,0.037606979724860275,0.041546836495399475,510480000,0.0,0.0
1999-01-26,0.042023623761592216,0.04285982310253994,0.03772618018543915,0.03832307457923889,343200000,0.0,0.0
1999-01-27,0.038442258507076006,0.03939765410311885,0.0362930812385575,0.03820386901497841,244368000,0.0,0.0
1999-01-28,0.03820386258642626,0.03844225203841014,0.03784536130261093,0.0380837507545948,227520000,0.0,0.0
1999-01-29,0.03808375398907534,0.038203865831107985,0.03629307821393013,0.03629307821393013,244032000,0.0,0.0
1999-02-01,0.0362930748255096,0.03724846683706827,0.0362930748255096,0.0370100773870945,154704000,0.0,0.0
1999-02-02,0.0362930723678831,0.03724846431474633,0.03307021923532482,0.0341448076069355,264096000,0.0,0.0
1999-02-03,0.033667116322853075,0.035338595532834936,0.03342780805422762,0.034860897809267044,75120000,0.0,0.0
1999-02-04,0.03533859087951326,0.03772616036927886,0.03486089321884773,0.0367707684636116,181920000,0.0,0.0
1999-02-05,0.03736766792992193,0.038203867028606245,0.036413191197332384,0.037845365703105927,136848000,0.0,0.0
1999-02-08,0.03808376209785006,0.03820387396545686,0.03653239086270332,0.03653239086270332,154080000,0.0,0.0
1999-02-09,0.03724847512910994,0.037486868047817555,0.034621599941963344,0.035099297761917114,86976000,0.0,0.0
1999-02-10,0.03509928176976792,0.036054673558709074,0.03414480196294977,0.03474169597029686,148224000,0.0,0.0
1999-02-11,0.03486089644827345,0.03915833816524331,0.03486089644827345,0.03772616386413574,132240000,0.0,0.0
1999-02-12,0.038203860910390554,0.040113732883488726,0.038203860910390554,0.039875343441963196,109728000,0.0,0.0
1999-02-16,0.04059143367716178,0.042262916336262966,0.03605468343298734,0.04011373594403267,211008000,0.0,0.0
1999-02-17,0.039158337475354944,0.03963603517185715,0.0372484655029771,0.03796455264091492,67728000,0.0,0.0
1999-02-18,0.039158350539248744,0.039636048395119104,0.03748687086633644,0.03856145963072777,70704000,0.0,0.0
1999-02-19,0.038203860910390554,0.040591430580171096,0.037726163213708176,0.039875343441963196,75360000,0.0,0.0
1999-02-22,0.04059143367716178,0.04106913141029089,0.03796455555180237,0.04011373594403267,205248000,0.0,0.0
1999-02-23,0.04106912633840447,0.04285980179838857,0.038681556781316406,0.04202360287308693,138096000,0.0,0.0
1999-02-24,0.048231841707940024,0.050142629254180504,0.04429198557398789,0.045366574078798294,612768000,0.0,0.0
1999-02-25,0.04727737120677008,0.04870954932040788,0.04321740241240827,0.0439344085752964,149136000,0.0,0.0
1999-02-26,0.04441209767647505,0.04584427209273091,0.041546830030242295,0.04190441593527794,172608000,0.0,0.0
1999-03-01,0.04297900858760321,0.043934404166308554,0.040113740665296715,0.042143724858760834,92160000,0.0,0.0
1999-03-02,0.04202360727685315,0.04226291554579248,0.04106913064214853,0.04178521782159805,55248000,0.0,0.0
1999-03-03,0.042023608871218775,0.042023608871218775,0.03868156230242982,0.038919951766729355,61392000,0.0,0.0
1999-03-04,0.04082982181293539,0.041069130078590886,0.03772616486878689,0.0380837507545948,57360000,0.0,0.0
1999-03-05,0.03844225488632763,0.040352127084702566,0.03844225488632763,0.040232934057712555,78768000,0.0,0.0
1999-03-08,0.039158350509631526,0.04202361882874904,0.038442263133336346,0.04082983359694481,75888000,0.0,0.0
1999-03-09,0.04071063490636753,0.04274061909983165,0.04071063490636753,0.042143724858760834,143184000,0.0,0.0
1999-03-10,0.04274060733924076,0.04274060733924076,0.040829816707607026,0.04142671078443527,235344000,0.0,0.0
1999-03-11,0.040710626322320524,0.04142671344845407,0.0396360345184803,0.0396360345184803,54288000,0.0,0.0
1999-03-12,0.03987534725136568,0.03987534725136568,0.038203864560111656,0.038919951766729355,90768000,0.0,0.0
